,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,Comercio y servicios,Restauración y vida social,Transporte y conectividad,Cultura y recreación,Financiero,Espiritual y comunitario,Salud,Educación,metodo,target,dif_fechas
14536,4.0,h,5.3,4.0,2.0,2.0,5.752572638825633,Darebin City Council,Northern Metropolitan,11364.0,130.0,46.0,96.0,13.0,12.0,6.0,7.0,2.0,prop_transferida,14.45736497045232,0.0
14537,3.0,h,5.3,3.0,1.0,0.0,6.2324480165505225,Darebin City Council,Northern Metropolitan,11364.0,133.0,61.0,87.0,11.0,10.0,3.0,8.0,3.0,prop_vendida,14.288634937599019,0.0
14538,3.0,h,5.3,3.0,1.0,1.0,5.908082938168931,Darebin City Council,Northern Metropolitan,11364.0,86.0,51.0,91.0,5.0,1.0,3.0,4.0,2.0,prop_vendida,14.162640795773006,0.0
14539,2.0,u,5.3,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,30.0,8.0,90.0,3.0,0.0,0.0,4.0,1.0,prop_vendida,12.873904582205107,0.0
14541,4.0,h,15.4,4.0,2.0,3.0,6.393590753950631,Manningham City Council,Eastern Metropolitan,4973.0,6.0,2.0,38.0,9.0,0.0,1.0,2.0,0.0,prop_vendida,13.910821646859095,3.7612001156935624
14542,3.0,h,15.4,3.0,1.0,0.0,6.606650186198215,Manningham City Council,Eastern Metropolitan,4973.0,15.0,7.0,55.0,7.0,1.0,1.0,3.0,0.0,prop_vendida,13.738630593541341,4.1588830833596715
14543,2.0,t,11.2,2.0,1.0,1.0,5.214935757608986,Moreland City Council,Northern Metropolitan,2651.0,19.0,5.0,15.0,3.0,1.0,0.0,5.0,1.0,prop_vendida,13.321215875492413,1.0986122886681098
14545,5.0,h,12.3,5.0,3.0,6.0,6.654152520183219,Monash City Council,Southern Metropolitan,2547.0,11.0,2.0,17.0,1.0,1.0,1.0,3.0,3.0,prop_vendida,14.23750562376114,0.0
14546,6.0,h,12.3,6.0,4.0,3.0,6.970730078143525,Monash City Council,Southern Metropolitan,2547.0,20.0,8.0,36.0,2.0,0.0,1.0,2.0,4.0,prop_transferida,14.45736497045232,0.0
14550,1.0,u,11.4,1.0,1.0,1.0,6.915723448631314,Glen Eira City Council,Southern Metropolitan,3578.0,12.0,10.0,12.0,3.0,2.0,2.0,1.0,0.0,prop_vendida,13.025854679664231,2.0794415416798357
14551,2.0,u,11.4,2.0,1.0,1.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,3578.0,14.0,10.0,20.0,3.0,2.0,1.0,1.0,0.0,prop_vendida,13.239258908233676,3.871201010907891
14552,3.0,t,21.5,3.0,2.0,2.0,5.703782474656201,Kingston City Council,South-Eastern Metropolitan,5087.0,12.0,4.0,26.0,2.0,0.0,0.0,1.0,0.0,prop_vendida,13.815511557963774,3.1354942159291497
14554,3.0,h,21.5,3.0,2.0,2.0,6.102558594613569,Kingston City Council,South-Eastern Metropolitan,5087.0,14.0,6.0,29.0,4.0,0.0,1.0,1.0,1.0,prop_vendida,13.617060838751888,3.044522437723423
14555,3.0,h,8.5,3.0,1.0,2.0,6.486160788944089,Moreland City Council,Northern Metropolitan,7485.0,18.0,18.0,46.0,4.0,0.0,1.0,2.0,5.0,prop_transferida,13.676249640055394,0.0
14556,3.0,h,8.5,3.0,1.0,2.0,5.666426688112432,Moreland City Council,Northern Metropolitan,7485.0,23.0,21.0,49.0,5.0,1.0,0.0,3.0,1.0,prop_vendida_prev,13.592368256649284,0.0
14557,5.0,h,8.5,5.0,3.0,3.0,6.52649485957079,Moreland City Council,Northern Metropolitan,7485.0,27.0,20.0,45.0,5.0,1.0,1.0,3.0,1.0,prop_vendida,14.221642776837895,4.060443010546419
14559,3.0,h,8.5,3.0,1.0,2.0,6.86484777797086,Moreland City Council,Northern Metropolitan,7485.0,20.0,19.0,51.0,3.0,1.0,1.0,1.0,5.0,prop_vendida,14.324134359497794,0.0
14560,4.0,h,8.5,4.0,2.0,3.0,6.322565239927284,Moreland City Council,Northern Metropolitan,7485.0,23.0,12.0,32.0,3.0,0.0,0.0,2.0,2.0,puja_del_vendedor,13.567050480716235,4.219507705176107
14562,5.0,h,14.7,5.0,2.0,2.0,6.35088571671474,Wyndham City Council,Western Metropolitan,15542.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,0.0,prop_vendida,13.399996629152975,1.9459101490553132
14566,3.0,u,3.5,3.0,2.0,2.0,0.6931471805599453,Melbourne City Council,Southern Metropolitan,8648.0,39.0,23.0,61.0,9.0,3.0,0.0,3.0,1.0,prop_vendida,14.304704494723747,0.0
14567,3.0,h,3.5,3.0,3.0,2.0,4.812184355372417,Melbourne City Council,Southern Metropolitan,8648.0,42.0,24.0,53.0,9.0,3.0,0.0,3.0,0.0,prop_vendida,14.325336281997101,0.0
14568,4.0,h,3.5,4.0,3.0,2.0,5.356586274672012,Melbourne City Council,Southern Metropolitan,8648.0,38.0,22.0,54.0,10.0,3.0,0.0,3.0,0.0,puja_del_vendedor,14.711598990684092,2.0794415416798357
14569,1.0,u,4.6,1.0,1.0,0.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,7717.0,19.0,8.0,121.0,2.0,0.0,4.0,3.0,1.0,prop_vendida,12.896719202134523,0.0
14570,2.0,u,4.6,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,7717.0,47.0,8.0,119.0,2.0,1.0,4.0,3.0,1.0,prop_vendida,14.030622744032508,0.0
14576,3.0,h,12.0,3.0,1.0,4.0,6.423246963533519,Darebin City Council,Northern Metropolitan,21650.0,20.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.641158361294979,4.060443010546419
14577,2.0,h,12.0,2.0,1.0,1.0,5.298317366548036,Darebin City Council,Northern Metropolitan,21650.0,7.0,4.0,77.0,4.0,2.0,4.0,0.0,1.0,prop_vendida,13.235693848424024,0.0
14579,4.0,h,12.0,4.0,1.0,2.0,6.731018100482083,Darebin City Council,Northern Metropolitan,21650.0,6.0,1.0,15.0,2.0,0.0,0.0,2.0,0.0,prop_vendida_prev,13.710151153416941,0.0
14581,4.0,h,12.0,4.0,2.0,3.0,6.553933404025811,Darebin City Council,Northern Metropolitan,21650.0,22.0,5.0,58.0,2.0,0.0,1.0,0.0,1.0,prop_vendida,13.712370907691596,0.0
14582,3.0,h,12.0,3.0,2.0,5.0,6.289715570908998,Darebin City Council,Northern Metropolitan,21650.0,8.0,1.0,45.0,2.0,0.0,0.0,2.0,0.0,prop_vendida,13.623139877437296,0.0
14584,2.0,t,12.0,2.0,2.0,1.0,4.941642422609304,Darebin City Council,Northern Metropolitan,21650.0,45.0,15.0,82.0,3.0,3.0,1.0,3.0,2.0,prop_vendida,13.412793171409328,1.3862943611198906
14585,2.0,h,2.4,2.0,1.0,1.0,5.017279836814924,Yarra City Council,Northern Metropolitan,14949.0,92.0,69.0,90.0,6.0,7.0,5.0,9.0,3.0,prop_vendida,13.968232503350668,0.0
14587,2.0,u,2.4,2.0,2.0,2.0,5.204006687076795,Yarra City Council,Northern Metropolitan,14949.0,103.0,84.0,82.0,5.0,8.0,5.0,14.0,2.0,prop_vendida_prev,13.69953950467585,4.356708826689592
14591,2.0,h,2.4,2.0,2.0,1.0,5.10594547390058,Yarra City Council,Northern Metropolitan,14949.0,61.0,60.0,90.0,3.0,7.0,2.0,8.0,0.0,prop_vendida,14.181542290308068,0.0
14597,2.0,u,21.3,2.0,1.0,2.0,5.389071729816501,Maroondah City Council,Eastern Metropolitan,4407.0,28.0,13.0,31.0,4.0,1.0,1.0,2.0,0.0,prop_vendida,13.235693848424024,3.4965075614664802
14598,2.0,h,23.8,2.0,1.0,0.0,6.415096959171596,Melton City Council,Western Metropolitan,852.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,prop_vendida_prev,12.73670383776449,0.0
14604,2.0,u,15.2,2.0,1.0,1.0,0.6931471805599453,Bayside City Council,Southern Metropolitan,4497.0,30.0,20.0,7.0,4.0,2.0,4.0,1.0,0.0,prop_vendida,13.374678860018665,3.871201010907891
14611,2.0,h,5.1,2.0,1.0,1.0,4.663439094112067,Maribyrnong City Council,Western Metropolitan,2417.0,140.0,76.0,94.0,2.0,5.0,0.0,11.0,3.0,prop_vendida,13.527829818844937,0.0
14612,2.0,h,5.1,2.0,1.0,1.0,5.0369526024136295,Maribyrnong City Council,Western Metropolitan,2417.0,71.0,43.0,69.0,2.0,3.0,1.0,5.0,3.0,puja_del_vendedor,13.652992804936396,4.68213122712422
14616,4.0,h,20.5,4.0,2.0,2.0,6.2285110035911835,Whittlesea City Council,Northern Metropolitan,7969.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,prop_transferida,13.304686600863562,2.1972245773362196
14619,3.0,u,20.5,3.0,1.0,1.0,5.384495062789089,Whittlesea City Council,Northern Metropolitan,7969.0,10.0,4.0,27.0,0.0,0.0,0.0,1.0,0.0,prop_vendida,12.863595239117187,0.0
14620,2.0,u,2.7,2.0,2.0,2.0,0.6931471805599453,Melbourne City Council,Southern Metropolitan,14887.0,58.0,72.0,85.0,9.0,8.0,1.0,5.0,0.0,prop_vendida,13.66119436444038,2.8903717578961645
14622,2.0,h,2.7,2.0,1.0,0.0,4.955827057601261,Melbourne City Council,Southern Metropolitan,14887.0,168.0,119.0,146.0,10.0,13.0,5.0,13.0,0.0,prop_vendida,13.963931425151141,0.0
14624,3.0,u,2.7,3.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Southern Metropolitan,14887.0,136.0,87.0,116.0,8.0,15.0,3.0,12.0,0.0,prop_vendida,14.026582337760486,0.0
14625,3.0,h,20.8,3.0,1.0,2.0,6.437751649736401,Greater Dandenong City Council,South-Eastern Metropolitan,7412.0,48.0,12.0,40.0,1.0,1.0,3.0,2.0,6.0,prop_vendida,13.53115760450794,4.219507705176107
14628,3.0,h,14.0,3.0,1.0,2.0,6.423246963533519,Brimbank City Council,Western Metropolitan,14042.0,2.0,0.0,29.0,1.0,0.0,1.0,0.0,0.0,prop_vendida,13.244582780038517,3.7612001156935624
14630,3.0,h,14.0,3.0,1.0,2.0,6.336825731146441,Brimbank City Council,Western Metropolitan,14042.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,prop_transferida,13.321215875492413,3.367295829986474
14634,1.0,u,5.0,1.0,1.0,1.0,0.6931471805599453,Port Phillip City Council,Southern Metropolitan,13240.0,39.0,66.0,89.0,6.0,4.0,4.0,2.0,0.0,puja_del_vendedor,12.765691290604371,2.5649493574615367
14635,2.0,u,5.0,2.0,1.0,1.0,0.6931471805599453,Port Phillip City Council,Southern Metropolitan,13240.0,40.0,55.0,95.0,4.0,5.0,4.0,4.0,0.0,prop_vendida,13.171155446333852,3.871201010907891
14636,1.0,u,5.0,1.0,1.0,0.0,6.889591308354466,Port Phillip City Council,Southern Metropolitan,13240.0,33.0,41.0,113.0,8.0,0.0,4.0,1.0,0.0,prop_vendida_prev,13.156766736486944,4.584967478670572
14637,2.0,u,5.0,2.0,1.0,1.0,6.78332520060396,Port Phillip City Council,Southern Metropolitan,13240.0,49.0,77.0,99.0,6.0,4.0,3.0,3.0,0.0,puja_del_vendedor,12.807655372286902,3.2188758248682006
14638,2.0,u,5.0,2.0,1.0,1.0,0.6931471805599453,Port Phillip City Council,Southern Metropolitan,13240.0,33.0,52.0,112.0,10.0,0.0,4.0,1.0,0.0,prop_vendida_prev,13.038983942375959,0.0
14640,2.0,h,8.2,2.0,1.0,1.0,5.225746673713202,Moonee Valley City Council,Western Metropolitan,3284.0,16.0,3.0,44.0,0.0,0.0,0.0,2.0,1.0,prop_vendida,13.378556330751158,3.332204510175204
14643,4.0,h,31.7,4.0,2.0,2.0,6.421622267806518,Hume City Council,Western Metropolitan,14092.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.270785106659046,1.9459101490553132
14645,3.0,h,31.7,3.0,1.0,2.0,6.148468295917647,Hume City Council,Western Metropolitan,14092.0,0.0,1.0,39.0,6.0,0.0,0.0,1.0,1.0,prop_vendida,12.948012371209098,3.4965075614664802
14646,3.0,h,31.7,3.0,3.0,1.0,6.74993119378857,Hume City Council,Western Metropolitan,14092.0,19.0,9.0,16.0,1.0,3.0,0.0,2.0,0.0,prop_vendida,13.384729180332174,4.060443010546419
14647,3.0,t,10.5,3.0,2.0,1.0,5.187385805840755,Brimbank City Council,Western Metropolitan,3755.0,25.0,5.0,66.0,1.0,0.0,0.0,2.0,0.0,prop_vendida,13.171155446333852,0.0
14648,3.0,h,10.5,3.0,1.0,2.0,6.539585955617669,Brimbank City Council,Western Metropolitan,4217.0,8.0,1.0,11.0,2.0,0.0,0.0,0.0,1.0,vendida_despues_subasta,13.567050480716235,0.0
14649,4.0,h,10.5,4.0,2.0,2.0,6.539585955617669,Brimbank City Council,Western Metropolitan,6763.0,6.0,0.0,11.0,2.0,0.0,1.0,3.0,0.0,prop_vendida,13.547632419997361,0.0
14651,3.0,h,10.2,3.0,1.0,7.927000000003318,6.736966958001855,Boroondara City Council,Southern Metropolitan,5457.0,13.0,5.0,51.0,3.0,0.0,2.0,1.0,2.0,puja_del_vendedor,14.557448378884015,4.060443010546419
14652,3.0,h,10.2,3.0,2.0,1.0,5.958424693029782,Boroondara City Council,Southern Metropolitan,5457.0,29.0,15.0,48.0,3.0,0.0,5.0,1.0,4.0,prop_vendida,14.141211419624977,3.2188758248682006
14656,3.0,h,18.4,3.0,1.0,1.0,5.8522024797744745,Wyndham City Council,Western Metropolitan,10160.0,8.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.02033286667615,0.0
14657,3.0,h,18.4,3.0,2.0,2.0,6.013715156042802,Wyndham City Council,Western Metropolitan,10160.0,6.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.173058392858724,2.0794415416798357
14658,4.0,h,18.0,4.0,2.0,2.0,6.587550014824796,Melton City Council,Western Metropolitan,4242.0,12.0,4.0,20.0,1.0,0.0,0.0,1.0,1.0,prop_vendida,13.313811493501584,2.772588722239781
14660,3.0,h,15.5,3.0,2.0,2.0,5.25227342804663,Brimbank City Council,Western Metropolitan,5336.0,8.0,5.0,25.0,2.0,0.0,0.0,2.0,0.0,prop_vendida,12.965711906537503,0.0
14665,5.0,h,12.4,5.0,4.0,2.0,6.877296071497429,Manningham City Council,Eastern Metropolitan,5420.0,7.0,2.0,34.0,1.0,0.0,3.0,3.0,0.0,prop_transferida,14.349076255209846,3.871201010907891
14666,3.0,h,27.0,3.0,1.0,2.0,6.9167150203536085,Knox City Council,Eastern Metropolitan,1690.0,10.0,5.0,13.0,2.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.219854812903453,0.0
14669,3.0,u,15.3,3.0,2.0,2.0,5.3706380281276624,Whittlesea City Council,Northern Metropolitan,7955.0,27.0,5.0,38.0,3.0,2.0,0.0,2.0,0.0,prop_vendida,13.20302312543853,0.0
14672,4.0,h,7.0,4.0,3.0,2.0,6.2766434893416445,Darebin City Council,Northern Metropolitan,8870.0,28.0,9.0,80.0,2.0,0.0,0.0,2.0,2.0,prop_vendida_prev,14.543059648333223,0.6931471805599453
14673,6.0,h,4.1,6.0,2.0,2.0,6.368187186350492,Stonnington City Council,Southern Metropolitan,7217.0,4.0,7.0,41.0,4.0,0.0,0.0,0.0,0.0,prop_vendida,14.845130332288226,0.0
14674,2.0,t,18.4,2.0,1.0,1.0,5.337538079701318,Melton City Council,Western Metropolitan,5811.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,prop_vendida_prev,12.861001210669146,0.0
14675,3.0,h,12.9,3.0,1.0,1.0,5.598421958998375,Brimbank City Council,Western Metropolitan,3296.0,3.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.122365377402328,0.0
14677,4.0,h,12.9,4.0,1.0,6.0,6.639875833826536,Brimbank City Council,Western Metropolitan,3296.0,8.0,4.0,27.0,0.0,0.0,2.0,0.0,0.0,prop_vendida,13.61827960646062,0.0
14678,3.0,t,17.2,3.0,2.0,2.0,5.568344503761097,Maroondah City Council,Eastern Metropolitan,4181.0,8.0,9.0,13.0,5.0,0.0,0.0,3.0,1.0,prop_vendida,13.728863841750549,2.6390573296152584
14680,4.0,h,8.9,4.0,2.0,2.0,6.386879319362645,Banyule City Council,Eastern Metropolitan,2698.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,prop_vendida,13.924365859736941,0.0
14681,3.0,h,8.9,3.0,2.0,2.0,5.808142489980444,Banyule City Council,Eastern Metropolitan,2698.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,prop_vendida_prev,13.715691327653829,2.833213344056216
14683,2.0,h,14.7,2.0,2.0,2.0,4.330733340286331,Knox City Council,Eastern Metropolitan,5424.0,9.0,1.0,27.0,3.0,2.0,2.0,0.0,1.0,prop_transferida,13.017005083966255,0.0
14684,3.0,h,14.7,3.0,2.0,2.0,6.313548046277095,Knox City Council,Eastern Metropolitan,7082.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.830400155679214,0.0
14687,3.0,h,14.7,3.0,2.0,2.0,6.492239835020471,Wyndham City Council,Western Metropolitan,16166.0,1.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,prop_vendida,13.1421679654829,3.5263605246161616
14688,4.0,h,14.7,4.0,2.0,2.0,6.556778356158042,Wyndham City Council,Western Metropolitan,16166.0,11.0,14.0,40.0,7.0,0.0,0.0,0.0,0.0,prop_vendida,13.377007146164305,0.0
14689,3.0,h,14.7,3.0,1.0,2.0,6.459904454377535,Wyndham City Council,Western Metropolitan,16166.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,prop_vendida,12.964541634128395,0.0
14692,3.0,h,6.4,3.0,1.0,2.0,6.049733455231958,Maribyrnong City Council,Western Metropolitan,5058.0,21.0,4.0,29.0,3.0,2.0,0.0,1.0,1.0,prop_transferida,13.647093089770562,4.219507705176107
14693,2.0,h,6.4,2.0,1.0,1.0,5.916202062607435,Maribyrnong City Council,Western Metropolitan,5058.0,13.0,7.0,42.0,3.0,2.0,1.0,1.0,2.0,prop_vendida,13.683122511470389,0.0
14695,3.0,h,16.5,3.0,2.0,1.0,5.736572297479192,Hume City Council,Northern Metropolitan,2474.0,3.0,3.0,18.0,6.0,0.0,0.0,0.0,1.0,prop_vendida,13.267330877756825,0.0
14696,4.0,h,17.6,4.0,2.0,2.0,6.09807428216624,Wyndham City Council,Western Metropolitan,1999.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.1421679654829,0.0
14697,2.0,u,25.5,2.0,1.0,1.0,5.293304824724492,Whittlesea City Council,Northern Metropolitan,2940.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,12.873904582205107,0.0
14698,4.0,h,25.5,4.0,2.0,2.0,6.0330862217988015,Whittlesea City Council,Northern Metropolitan,2940.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,prop_vendida,13.171155446333852,0.0
14699,3.0,h,27.2,3.0,1.0,2.0,6.61338421837956,Wyndham City Council,Western Metropolitan,5262.0,5.0,4.0,36.0,2.0,0.0,1.0,0.0,0.0,prop_vendida,13.081543466215237,3.332204510175204
14701,4.0,h,6.3,4.0,2.0,2.0,6.0867747269123065,Maribyrnong City Council,Western Metropolitan,6543.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.815511557963774,0.0
14702,3.0,h,6.3,3.0,3.0,6.0,6.507277712385012,Maribyrnong City Council,Western Metropolitan,6543.0,11.0,3.0,49.0,0.0,0.0,0.0,1.0,1.0,puja_del_vendedor,14.030622744032508,3.332204510175204
14703,3.0,h,6.3,3.0,1.0,2.0,6.104793232414985,Maribyrnong City Council,Western Metropolitan,6543.0,8.0,1.0,43.0,0.0,0.0,0.0,1.0,1.0,prop_vendida_prev,13.924365859736941,0.0
14705,3.0,h,10.4,3.0,1.0,2.0,6.3818160174060985,Moonee Valley City Council,Western Metropolitan,3464.0,13.0,2.0,12.0,1.0,1.0,0.0,2.0,3.0,prop_vendida,13.647093089770562,0.0
14706,3.0,h,10.4,3.0,1.0,1.0,6.652863029353347,Moonee Valley City Council,Western Metropolitan,3464.0,11.0,2.0,12.0,1.0,1.0,0.0,2.0,3.0,prop_vendida,14.038654909278163,0.0
14708,4.0,h,10.4,1.0,3.0,2.0,6.284134161070802,Moonee Valley City Council,Western Metropolitan,3464.0,2.0,1.0,26.0,2.0,0.0,0.0,1.0,0.0,prop_vendida,13.841179279371246,0.0
14709,3.0,u,10.4,3.0,2.0,1.0,5.733341276897746,Moonee Valley City Council,Western Metropolitan,3464.0,12.0,7.0,32.0,0.0,1.0,0.0,2.0,4.0,prop_vendida,13.652992804936396,0.0
14710,2.0,h,3.0,2.0,1.0,1.0,5.545177444479562,Port Phillip City Council,Southern Metropolitan,3280.0,7.0,3.0,71.0,8.0,2.0,1.0,0.0,1.0,prop_vendida,14.881944292502169,0.0
14711,2.0,h,3.0,2.0,1.0,1.0,5.111987788356544,Port Phillip City Council,Southern Metropolitan,3280.0,2.0,3.0,55.0,5.0,1.0,1.0,0.0,1.0,prop_vendida,14.137594781770806,0.0
14712,3.0,h,3.0,3.0,2.0,1.0,5.117993812416755,Port Phillip City Council,Southern Metropolitan,3280.0,43.0,21.0,82.0,9.0,4.0,2.0,3.0,2.0,puja_del_vendedor,14.731801689838349,4.852030263919617
14713,3.0,h,3.0,3.0,1.0,2.0,5.424950017481403,Port Phillip City Council,Southern Metropolitan,3280.0,8.0,7.0,74.0,9.0,2.0,1.0,0.0,1.0,prop_vendida,14.566927118346197,0.0
14714,2.0,h,3.0,2.0,1.0,2.0,5.19295685089021,Port Phillip City Council,Southern Metropolitan,3280.0,39.0,19.0,82.0,9.0,4.0,2.0,2.0,2.0,prop_vendida,14.516130249640712,0.0
14715,3.0,h,10.5,3.0,1.0,3.0,6.576469569048224,Brimbank City Council,Western Metropolitan,2185.0,6.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,prop_vendida,13.575984798046763,4.143134726391533
14717,4.0,h,5.7,4.0,2.0,3.0,6.366470447731438,Darebin City Council,Northern Metropolitan,2211.0,34.0,15.0,69.0,5.0,0.0,0.0,6.0,1.0,prop_vendida,14.613018204298811,4.477336814478207
14718,2.0,u,11.0,2.0,1.0,1.0,4.897839799950911,Hobsons Bay City Council,Western Metropolitan,5301.0,21.0,5.0,22.0,2.0,3.0,1.0,0.0,0.0,prop_vendida_prev,13.199326270390594,3.6375861597263857
14721,3.0,h,9.4,3.0,1.0,1.0,6.0014148779611505,Hobsons Bay City Council,Western Metropolitan,5132.0,13.0,2.0,51.0,4.0,3.0,2.0,3.0,0.0,prop_vendida,13.279368835614243,0.0
14722,2.0,u,6.3,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,42.0,9.0,126.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,13.459551072309928,0.0
14723,3.0,h,6.3,3.0,1.0,0.0,5.552959584921617,Stonnington City Council,Southern Metropolitan,4836.0,50.0,8.0,113.0,0.0,1.0,2.0,1.0,0.0,prop_vendida,14.684710101591703,4.68213122712422
14726,3.0,h,4.3,3.0,3.0,1.0,5.950642552587727,Moonee Valley City Council,Western Metropolitan,6567.0,5.0,5.0,49.0,0.0,0.0,0.0,0.0,1.0,prop_transferida,14.220976332738882,2.302585092994046
14727,4.0,t,10.2,4.0,3.0,2.0,6.238324625039508,Boroondara City Council,Southern Metropolitan,3052.0,45.0,12.0,6.0,5.0,1.0,0.0,5.0,1.0,prop_vendida,14.319312171022725,1.6094379124341003
14728,4.0,h,10.2,4.0,2.0,2.0,6.52795791762255,Boroondara City Council,Southern Metropolitan,3052.0,56.0,16.0,12.0,3.0,2.0,1.0,10.0,5.0,prop_vendida,14.403297778421795,0.0
14729,2.0,h,10.2,2.0,2.0,2.0,6.444131256700441,Boroondara City Council,Southern Metropolitan,3052.0,56.0,16.0,12.0,3.0,2.0,1.0,10.0,5.0,prop_vendida_prev,14.446782866720884,0.0
14730,4.0,h,10.2,4.0,2.0,2.0,6.406879986069314,Boroondara City Council,Southern Metropolitan,3052.0,44.0,12.0,6.0,5.0,1.0,1.0,6.0,2.0,prop_vendida,14.693060877322328,4.477336814478207
14734,3.0,h,9.5,3.0,1.0,1.0,6.586171654854675,Moonee Valley City Council,Western Metropolitan,4502.0,29.0,9.0,18.0,2.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.815511557963774,0.0
14735,5.0,h,9.5,5.0,2.0,1.0,6.349138991379798,Moonee Valley City Council,Western Metropolitan,4502.0,10.0,6.0,17.0,0.0,0.0,0.0,2.0,0.0,prop_vendida,13.758941264676379,4.219507705176107
14736,1.0,u,6.4,1.0,1.0,1.0,6.782192056006791,Port Phillip City Council,Southern Metropolitan,2952.0,18.0,22.0,94.0,3.0,1.0,4.0,4.0,0.0,prop_vendida,12.577639650232573,0.0
14737,3.0,t,7.9,3.0,2.0,2.0,5.996452088619021,Boroondara City Council,Southern Metropolitan,5682.0,10.0,5.0,39.0,5.0,0.0,1.0,3.0,0.0,prop_vendida,14.408837955728044,0.0
14742,4.0,h,9.7,4.0,3.0,2.0,6.396929655216146,Boroondara City Council,Southern Metropolitan,7809.0,4.0,3.0,31.0,0.0,0.0,2.0,0.0,0.0,prop_vendida,14.28113021663838,0.0
14743,5.0,h,9.7,5.0,3.0,2.0,6.42648845745769,Boroondara City Council,Southern Metropolitan,7809.0,16.0,8.0,28.0,4.0,1.0,2.0,0.0,0.0,prop_transferida,14.946912992035967,0.0
14747,5.0,h,23.2,5.0,2.0,2.0,6.901737206656574,Knox City Council,Eastern Metropolitan,5030.0,7.0,6.0,9.0,2.0,0.0,0.0,3.0,2.0,prop_vendida,13.742940940397677,3.871201010907891
14748,3.0,h,23.2,3.0,2.0,1.0,6.236369590203704,Knox City Council,Eastern Metropolitan,5030.0,21.0,11.0,18.0,5.0,4.0,0.0,2.0,4.0,prop_vendida,13.45883704259595,3.6375861597263857
14749,4.0,t,23.2,4.0,3.0,2.0,5.723585101952381,Knox City Council,Eastern Metropolitan,5030.0,3.0,2.0,21.0,1.0,0.0,0.0,0.0,2.0,prop_vendida,13.664688831019712,3.871201010907891
14752,2.0,h,17.3,2.0,1.0,4.0,6.453624998892692,Bayside City Council,Southern Metropolitan,5366.0,10.0,9.0,12.0,0.0,4.0,3.0,3.0,0.0,prop_vendida,14.200773639026796,4.060443010546419
14754,6.0,h,17.3,6.0,3.0,4.0,6.595780513961311,Bayside City Council,Southern Metropolitan,5366.0,10.0,10.0,0.0,0.0,4.0,1.0,2.0,0.0,prop_transferida,14.322328762742183,0.0
14757,4.0,h,11.4,4.0,2.0,2.0,6.406879986069314,Glen Eira City Council,Southern Metropolitan,6795.0,27.0,3.0,16.0,2.0,1.0,0.0,0.0,0.0,prop_transferida,14.285514812209815,0.0
14758,4.0,t,11.4,4.0,2.0,2.0,5.68697535633982,Glen Eira City Council,Southern Metropolitan,6795.0,27.0,1.0,30.0,4.0,1.0,0.0,2.0,0.0,prop_transferida,13.997832948091215,1.791759469228055
14764,3.0,h,13.8,3.0,2.0,2.0,6.470799503782602,Glen Eira City Council,Southern Metropolitan,10969.0,11.0,3.0,27.0,0.0,1.0,2.0,2.0,0.0,prop_transferida,13.98525417643287,0.0
14765,4.0,h,13.8,4.0,1.0,2.0,6.584791392385716,Glen Eira City Council,Southern Metropolitan,10969.0,10.0,0.0,18.0,0.0,1.0,0.0,2.0,2.0,prop_vendida_prev,14.19394767861579,4.143134726391533
