direccion_completa,x,y
"Surrey Hills, 2/30 Langford St, 3127",-37.8177844,145.0969975
"Glenroy, 8 Centre Wy, 3046",-37.7070752,144.9046042
"Parkdale, 69 Parkers Rd, 3195",-37.9945394,145.0763566
"Greensborough, 3/15 Scotland Av, 3088",-37.7014189,145.0970437
"Bentleigh, 2 Gwendoline Av, 3204",-37.9162229,145.0260747
"Blackburn, 27 Tyrrell Av, 3130",-37.814461,145.1496751
"Footscray, 8/7 Govan St, 3011",-37.791368,144.884178
"Preston, 3/9 Mihil St, 3072",-37.7497823,145.0149351
"Northcote, 808/8 Breavington Wy, 3070",-37.7680681,145.0022377
"Richmond, 40 Parkville St, 3121",-37.8289269,145.0118059
"Brunswick West, 7/14 Jolley St, 3055",-37.7575737,144.946521
"Balwyn North, 2/82 Doncaster Rd, 3104",-37.7931782,145.0726576
"Moonee Ponds, 5/243 Union Rd, 3039",-37.7711494,144.9157968
"Mill Park, 52 Stockdale Wy, 3082",-37.665236,145.0834315
"Sunshine North, 3/30 Camperdown Av, 3020",-37.7658783,144.822213
"Balwyn North, 7 Lawson St, 3104",-37.8007069,145.0688158
"Wyndham Vale, 25 Hindmarsh Dr, 3024",-37.8813445,144.6145398
"Sandringham, 309/222 Bay Rd, 3191",-37.9545356,145.0257382
"Doncaster, 4a Myron Pl, 3108",-37.7698457,145.1313932
"Hampton Park, 9 Winnima Av, 3976",-38.0297945,145.2556048
"Oak Park, 3/4 Clyde Ct, 3046",-37.7128207,144.9188981
"Brunswick, 44 Thistle St, 3056",-37.756762,144.951669
"Bentleigh East, 54a MacKie Rd, 3165",-37.9185006,145.0745369
"Frankston, 3/19 Cricklewood Av, 3199",-38.1365418,145.1325118
"Balwyn, 9 Walsh St, 3103",-37.8123262,145.0671907
"Essendon, 7/6 Sturt St, 3040",-37.7479429,144.9136806
"Glenroy, 6/162 Glenroy Rd, 3046",-37.7052687,144.9216181
"Princes Hill, 98 McIlwraith St, 3054",-37.7827386,144.9686797
"Brunswick, 402/33 Breese St, 3056",-37.762392,144.9613341
"Malvern, 44 McKinley Av, 3144",-37.8639774,145.0321343
"Coburg, 22 Maranoa Cr, 3058",-37.7517913,144.9555194
"Seddon, 4/185 Buckley St, 3011",-37.8027925,144.8887869
"Malvern, 2B Finlayson St, 3144",-37.8679988,145.0358884
"Carlton, 80 Keeley La, 3053",-37.7803427,144.9697598
"Malvern, 40a Parslow St, 3144",-37.850096,145.0405873
"Mount Waverley, 2/32 Bizley St, 3149",-37.864998,145.147156
"Parkdale, 2/32 Elliot St, 3195",-37.9967932,145.0912509
"Reservoir, 3/12 Evans Cr, 3073",-37.7155506,145.0205363
"Burnside, 32 Roycroft Av, 3023",-37.751195,144.7471918
"Kew, 8 Tara Av, 3101",-37.8090197,145.0246176
"Reservoir, 2/27 Erskine Av, 3073",-37.722697,145.0243672
"Kensington, 413/60 Speakmen St, 3031",-37.7940545,144.9166719
"Williamstown North, 22 Park Cr, 3016",-37.855751,144.882929
"Murrumbeena, 3/27 Omama Rd, 3163",-37.8906235,145.073506
"Bentleigh, 43B South Av, 3204",-37.9287119,145.0352275
"Glen Huntly, 87/115 Neerim Rd, 3163",-37.8874253,145.0420068
"Reservoir, 4/923 High St, 3073",-37.7126418,145.008045
"Kew, 42 Ridgeway Av, 3101",-37.8042626,145.0396503
"Elsternwick, 5/41 Nepean Hwy, 3185",-37.887704,145.000911
"Balwyn North, 8 Moule Av, 3104",-37.7990089,145.101589
"Mentone, 2/87 Nepean Hwy, 3194",-37.979911,145.0701062
"Brighton, 25 Lindsay St, 3186",-37.9129275,144.9972407
"Epping, 2 Larkspur Cl, 3076",-37.6486828,145.0579673
"Camberwell, 31 Halley Av, 3124",-37.846577,145.0725756
"Carnegie, 2/6 Kokaribb Rd, 3163",-37.8867859,145.0560346
"Ormond, 5/9 Wild Cherry Rd, 3204",-37.9035509,145.0498068
"Oakleigh, 2/34 Golf Links Av, 3166",-37.9071564,145.0913491
"Rosanna, 4/26 Arden Cr, 3084",-37.739737,145.07206
"Kew, 25 Thomas St, 3101",-37.8091539,145.0491506
"Seddon, 89 Pilgrim St, 3011",-37.8052698,144.8925666
"Clayton South, 2/23 Byron St, 3169",-37.935229,145.1209948
"Bundoora, 27 Leeanne Cr, 3083",-37.7039572,145.0602382
"Malvern, 7/347 Glenferrie Rd, 3144",-37.8529536,145.0295632
"Clayton, 2/3 Manatunga St, 3168",-37.9161028,145.1254869
"Armadale, 3/7 Fetherston St, 3143",-37.8563096,145.0185464
"Ascot Vale, 61 Brown Av, 3032",-37.7773833,144.9047976
"Aspendale, 8A Lawrence Av, 3195",-38.0264649,145.1031913
"Newport, 9 Laurie St, 3015",-37.8439429,144.8701781
"Ashburton, 34 Morotai Av, 3147",-37.8665071,145.0812708
"Thomastown, 2 Hampstead Court, 3074",-37.6732263,145.0044203
"Brunswick West, 29 Whitby St, 3055",-37.7646704,144.9478265
"St Kilda, 2/25 Vale St, 3182",-37.8664808,144.9840599
"Fitzroy North, 23/4 Bik La, 3068",-37.7843894,144.9781188
"St Kilda, 6/17 Robe St, 3182",-37.8652454,144.9775371
"Doncaster East, 345a Serpells Rd, 3109",-37.7688359,145.170489
"Chadstone, 2/9 Batesford Rd, 3148",-37.8751127,145.095058
"Ivanhoe, 5/96 St Elmo Rd, 3079",-37.7592718,145.0475279
"Bentleigh East, 5B Alexander St, 3165",-37.9217805,145.0536179
"Point Cook, 4 Boathouse Pl, 3030",-37.8970069,144.7755778
"Tarneit, 7 Laurel Av, 3029",-37.8462445,144.7047094
"Balwyn North, 2/77 Aylmer St, 3104",-37.8001365,145.0682405
"Glen Iris, 8/40 Osborne Av, 3146",-37.8545432,145.0473401
"Brunswick West, 36c Newman St, 3055",-37.7607426,144.9482384
"McKinnon, 239B Tucker Rd, 3204",-37.9106538,145.0523503
"Burnside, 2 Landy Ct, 3023",-37.75864,144.7565724
"Jacana, 69 Lorraine Cr, 3047",-37.6840686,144.9057524
"Airport West, 5/93 McNamara Av, 3042",-37.7237032,144.8814094
"Glen Iris, 4/23 Scott Gr, 3146",-37.856701,145.049277
"Gladstone Park, 4 Ellesmere Cr, 3043",-37.685211,144.8919693
"Sandringham, 2/87 Vincent St, 3191",-37.9494698,145.0194947
"Essendon North, 3/1 Royal Av, 3041",-37.739367,144.90626
"Mitcham, 8 Sunshine Av, 3132",-37.8234093,145.1977694
"Bulleen, 6 Penderel Wy, 3105",-37.7614178,145.0948481
"Eltham, 2/56 John St, 3095",-37.721056,145.151925
"North Melbourne, 2/85 Leveson St, 3051",-37.8023393,144.9509519
"Hoppers Crossing, 29 Storrington Av, 3029",-37.8661292,144.7065759
"Glen Waverley, 5/673 High Street Rd, 3150",-37.8723011,145.1525265
"Mentone, 3/24 Milan St, 3194",-37.9858504,145.0603868
"Reservoir, 649c Gilbert Rd, 3073",-37.7268987,144.9917642
"Pascoe Vale, 8b Hayes Pde, 3044",-37.7322141,144.9279167
"Ivanhoe East, 2/33 Carmichael St, 3079",-37.769869,145.058056
"Brunswick, 2/263 Albion St, 3056",-37.7599542,144.9581027
"Burwood, 2/2 Aylwin Av, 3125",-37.8472961,145.1004996
"Greenvale, 40 Frontier Av, 3059",-37.6128618,144.8858654
"Sunshine West, 92 Whitesides Av, 3020",-37.7848121,144.7968744
"Brighton, 5/23 Glyndon Av, 3186",-37.9004013,144.9853087
"Caulfield North, 5/472 Dandenong Rd, 3161",-37.863869,145.0212261
"Moonee Ponds, 31 Bruce St, 3039",-37.7635021,144.9055853
"South Yarra, 5/178 Toorak Rd, 3141",-37.8380803,144.9859249
"Cheltenham, 9/209 Charman Rd, 3192",-37.9709037,145.0544492
"Surrey Hills, 5 Royal La, 3127",-37.8259381,145.0972417
"Noble Park, 3/28 David St, 3174",-37.9799167,145.1746045
"St Kilda, 7/188 Barkly St, 3182",-37.8690609,144.9810765
"Collingwood, 301/44 Bedford St, 3066",-37.8015673,144.9847628
"Sunbury, 76 Riddell Rd, 3429",-37.5702552,144.7226226
"Carnegie, 2/39 Coorigil Rd, 3163",-37.8957943,145.0594912
"Doncaster, 45 Koolkuna Av, 3108",-37.7896815,145.1142246
"Preston, 6/110 David St, 3072",-37.7425052,145.0038813
"Mentone, 2/62 Balcombe Rd, 3194",-37.9810485,145.06708
"Doncaster, 53 McCallum Rd, 3108",-37.7776491,145.1343649
"Altona, 3/98 Maidstone St, 3018",-37.866336,144.8130959
"Craigieburn, 30 Beckett Wy, 3064",-37.5826008,144.9263852
"Hillside, 8 Tormorvey Av, 3037",-37.6887664,144.7499849
"Greensborough, 5/40 Hailes St, 3088",-37.700313,145.1017919
"Greensborough, 8/50 Scotland Av, 3088",-37.702269,145.1007
"Campbellfield, 36 Augusta Av, 3061",-37.6709951,144.9516538
"Keilor East, 48 Fawkner Cr, 3033",-37.7475598,144.8657113
"Bentleigh, 3/18 North Av, 3204",-37.9299903,145.0350727
"Malvern, 4/236 Wattletree Rd, 3144",-37.8637104,145.0372681
"Brunswick, 304/1 Lygon St, 3056",-37.7785456,144.9704059
"Port Melbourne, 602/142 Rouse St, 3207",-37.8421644,144.9399742
"Kew, 2/9 Peel St, 3101",-37.8051288,145.0327772
"West Footscray, 6/30 Argyle St, 3012",-37.7949833,144.8744371
"Preston, 33b Okeefe St, 3072",-37.7430693,145.0152014
"Ringwood, 2/7 Collett Av, 3134",-37.8006695,145.2369561
"Ringwood East, 3/14 Illoura Av, 3135",-37.8175514,145.2461448
"Sunshine North, 32 Barwon Av, 3020",-37.7691933,144.8268859
"Bayswater North, 22 Sherbourne Av, 3153",-37.8299046,145.2927569
"Burwood, 50 Harrison Av, 3125",-37.8579388,145.0974616
"Forest Hill, 4 Dehaviland Av, 3131",-37.8512829,145.1643677
"Broadmeadows, 3/52 Jacana Av, 3047",-37.6879029,144.9217297
"Maribyrnong, 7/4 Wests Rd, 3032",-37.7736605,144.881623
"Pascoe Vale, 3 Dromana Av, 3044",-37.7303952,144.9343253
"Coburg North, 2/29 Goleen St, 3058",-37.72701,144.9648313
"Toorak, 3/33 Selborne Rd, 3142",-37.8459829,145.0126127
"Newport, 4/26 Newcastle St, 3015",-37.8400498,144.8804749
"West Footscray, 2/6 Exhibition St, 3012",-37.8054932,144.876328
"Bulleen, 22 Nirvana Cr, 3105",-37.7684269,145.0930828
"Bentleigh East, 68 Pasadena Cr, 3165",-37.9296503,145.0713998
"Brunswick, 57 Collier Cr, 3056",-37.7715317,144.9503151
"Montmorency, 3/96 Para Rd, 3094",-37.7169695,145.1151021
"Meadow Heights, 2/6 Mitchell Cr, 3048",-37.651272,144.930326
"South Morang, 3 Axa Wy, 3752",-37.6309278,145.0688679
"Thornbury, 2/39 Martin St, 3071",-37.760997,145.003724
"Sunshine North, 68 Sandford Av, 3020",-37.765664,144.82399
"Ringwood, 28/7 Turnbull Ct, 3134",-37.808154,145.2320724
"Brunswick East, 301/22 Barkly St, 3057",-37.7780107,144.9764397
"Melbourne, 901/469 St Kilda Rd, 3000",-37.8413978,144.9781044
"Abbotsford, 40/80 Trenerry Cr, 3067",-37.7979172,144.9981895
"Sunshine North, 29 Cranbourne Av, 3020",-37.7686918,144.8271122
"Bentleigh, 8/28 Clairmont Av, 3204",-37.9220803,145.0264432
"Cranbourne, 2A Hotham St, 3977",-38.1039971,145.2895595
"Chelsea Heights, 68 Fourth Av, 3196",-38.0402745,145.1328141
"Thornbury, 3/120 Dundas St, 3071",-37.7538991,145.0144631
"Newport, 4/65 Mason St, 3015",-37.842245,144.8782812
"Reservoir, 5 Massey Av, 3073",-37.7066559,144.9897821
"Melbourne, 54/461 St Kilda Rd, 3000",-37.840736,144.9781421
"Albert Park, 47 Greig St, 3206",-37.8418952,144.9491482
"Balwyn, 4/20 Brenbeal St, 3103",-37.8113482,145.0880769
"Canterbury, 6/3 The Ridge, 3126",-37.8215632,145.0638272
"Bayswater North, 3/16 Dunlop Av, 3153",-37.818188,145.268232
"Toorak, 4/26 Tintern Av, 3142",-37.841659,145.005956
"Brunswick West, 4/13 Larnoo Av, 3055",-37.763324,144.947946
"Maribyrnong, 29 Lakeside Cr, 3032",-37.7842878,144.8998789
"Brighton East, 44 Edro Av, 3187",-37.9259736,145.0101278
"Hawthorn, 4/179 Riversdale Rd, 3122",-37.8293982,145.041268
"Kingsville, 2/357 Geelong Rd, 3012",-37.8081011,144.8760438
"Moonee Ponds, 3/57 Homer St, 3039",-37.7650087,144.9200169
"Ringwood East, 64 Alexandra Rd, 3135",-37.8176171,145.2546137
"Melbourne, 2403/8 Franklin St, 3000",-37.8074717,144.9621267
"Glen Waverley, 2/33 Mount St, 3150",-37.8829596,145.1673343
"Kingsville, 2/45 Edgar St, 3012",-37.8102404,144.8771079
"Elsternwick, 7/15 Alexandra Av, 3185",-37.8888404,145.0030221
"Port Melbourne, 810/101 Bay St, 3207",-37.8406249,144.9395556
"Mont Albert, 58 Victoria Cr, 3127",-37.8138513,145.1081283
"Abbotsford, 49/84 Trenerry Cr, 3067",-37.7979172,144.9981895
"Maidstone, 2/6 Baird St, 3012",-37.7893819,144.8735549
"Port Melbourne, 305/25 Pickles St, 3207",-37.8438951,144.9444928
"Fitzroy North, 8/301 St Georges Rd, 3068",-37.7812857,144.9853177
"Burwood, 2a Gilmour St, 3125",-37.8513891,145.0988846
"Vermont, 3/696 Canterbury Rd, 3133",-37.8350037,145.2029447
"Balwyn North, 4/17 Doncaster Rd, 3104",-37.7928595,145.0658549
"Hampton East, 9 Summit Av, 3188",-37.9393949,145.0250487
"Hampton, 304/33 Crisp St, 3188",-37.9410125,145.0059522
"East Melbourne, 7/6 Wellington Cr, 3002",-37.8177793,144.9777139
"Craigieburn, 3 Laguna Pl, 3064",-37.6018726,144.9180378
"Sunshine West, 4 Pinaroo Av, 3020",-37.7940004,144.812034
"Ivanhoe East, 9/61 Maltravers Rd, 3079",-37.7693242,145.0573695
"MacLeod, 8/30 Strathallan Rd, 3085",-37.7233488,145.0780972
"Armadale, 43 Lambeth Av, 3143",-37.8567388,145.0263268
"Ascot Vale, 24/33 Fisher Pde, 3032",-37.7868325,144.9048334
"Brighton, 5/35 Normanby St, 3186",-37.9111428,144.9908943
"Hampton, 2/5 Walker Av, 3188",-37.937786,145.0188313
"Lalor, 3/115 Messmate St, 3075",-37.6759143,145.0260754
"Reservoir, 3/50 Darebin Bvd, 3073",-37.7041682,145.0261676
"Blackburn, 4/5 Dewrang Cr, 3130",-37.8164046,145.1421407
"Heidelberg, 5/16 Darebin St, 3084",-37.753814,145.068497
"Elwood, 23/5 Dickens St, 3184",-37.8712994,144.9877832
"Melton South, 3/10 Station Rd, 3338",-37.7022447,144.5756501
"Ashwood, 27 Yertchuk Av, 3147",-37.8615487,145.1062981
"North Melbourne, 6/49 Brougham St, 3051",-37.7937429,144.9436913
"Doncaster, 9 Lauer St, 3108",-37.7856367,145.1388572
"Docklands, 8 Foundry Wy, 3008",-37.8228457,144.9381653
"Cheltenham, 2/31 Cavanagh St, 3192",-37.9634017,145.0649907
"Melbourne, 406/422 Collins St, 3000",-37.8170971,144.9601487
"Mentone, 3/35 Bourke St, 3194",-37.9741958,145.0563818
"Brighton East, 23 Lansdown St, 3187",-37.9032771,145.0164843
"Reservoir, 3/13 Nisbett St, 3073",-37.7285496,145.0351067
"Keilor East, 38 Heather Av, 3033",-37.7431298,144.8678575
"Greensborough, 3/207 Nepean St, 3088",-37.7130223,145.1059469
"Parkdale, 22b Stewart Av, 3195",-37.9916673,145.0786296
"Thomastown, 33 Madera Dr, 3074",-37.6861529,144.9908572
"Prahran, 502/220 Commercial Rd, 3181",-37.8469523,144.9938048
"Richmond, 79 York St, 3121",-37.81311,144.9943489
"Prahran, 8/8 Airlie Av, 3181",-37.8548636,145.0082074
"Kew, 3/1295 Burke Rd, 3101",-37.8043946,145.0616107
"Dandenong North, 33 Sherwood Cr, 3175",-37.951887,145.2206881
"Kew East, 6/27 Windella Av, 3102",-37.7968272,145.049886
"Balwyn North, 24 Cumberland Av, 3104",-37.8007574,145.1027598
"Burwood, 7 Waratah Av, 3125",-37.8441308,145.0979669
"Hawthorn, 2/3 Harrison Cr, 3122",-37.8127408,145.0162269
"Thornbury, 9/32 Clarendon St, 3071",-37.760054,145.0026923
"Coburg, 3/78 The Grove, 3058",-37.7527534,144.9748793
"Port Melbourne, 606/93 Dow St, 3207",-37.8421522,144.9405833
"Coburg North, 3/53 Lincoln Av, 3058",-37.7193316,144.954912
"Camberwell, 35 Nevis St, 3124",-37.8430621,145.0823233
"Hillside, 42 Langmore Dr, 3037",-37.6822265,144.7458436
"Parkville, 2/85 Manningham St, 3052",-37.7854228,144.9413059
"Airport West, 89 Bowes Av, 3042",-37.7273086,144.8849247
"Bonbeach, 6/594 Nepean Hwy, 3196",-38.0699652,145.1202787
"Heatherton, 7/3 Yvonne Ct, 3202",-37.9528495,145.0813999
"Reservoir, 40A Darebin Bvd, 3073",-37.7037499,145.0249903
"Bentleigh East, 23 Wolai Av, 3165",-37.921269,145.0799336
"Hawthorn, 8/27 Hill St, 3122",-37.8181368,145.0205707
"Ashwood, 27 Lavidge Rd, 3147",-37.8650674,145.1080891
"Sandringham, 46 Bamfield St, 3191",-37.9480763,145.0072609
"Melbourne, 2309/668 Bourke St, 3000",-37.8165887,144.9542063
"Brunswick, 61 Amelia St, 3056",-37.7761567,144.9663129
"Carnegie, 51 Elliott Av, 3163",-37.8918265,145.0593361
"Airport West, 33 Bowes Av, 3042",-37.7314069,144.8845153
"Sunbury, 39b Carnoustie Dr, 3429",-37.5819509,144.7539822
"Bentleigh, 33A Campbell St, 3204",-37.9188641,145.0326871
"St Albans, 3/144 William St, 3021",-37.7362342,144.8087556
"Toorak, 3/12 Lambert Rd, 3142",-37.8478456,145.0106569
"Elwood, 3/40 Ormond Rd, 3184",-37.8839226,144.9848237
"Carnegie, 403/276 Neerim Rd, 3163",-37.8887571,145.0562003
"Brunswick East, 7/374 Lygon St, 3057",-37.7672291,144.9727344
"Thornbury, 3/53 Collins St, 3071",-37.754823,145.005294
"Elwood, 3/2 Bluff Av, 3184",-37.8822179,144.9792284
"Altona North, 3/16 Bryan Av, 3025",-37.8450347,144.8493375
"Mentone, 4/40 Collins St, 3194",-37.979806,145.0579202
"Aspendale, 2a Gladstone Av, 3195",-38.0234896,145.0989702
"Brunswick West, 6/36 Murray St, 3055",-37.759314,144.941699
"Caroline Springs, 5/106 The Esplanade, 3023",-37.7344223,144.7470617
"Prahran, 4/2 Jessamine Av, 3181",-37.8583021,145.0032584
"Carrum Downs, 37 Hillview Dr, 3201",-38.0970228,145.1906913
"Reservoir, 9 Barton St, 3073",-37.7121258,145.0070207
"Sunshine North, 73 Metherall St, 3020",-37.7650453,144.8228955
"Epping, 9 Euroa St, 3076",-37.6295508,145.0261948
"Ascot Vale, 92 Langs Rd, 3032",-37.7833622,144.9063327
"Ardeer, 2/38 Holt St, 3022",-37.7740804,144.7996293
"Hampton, 25a Teddington Rd, 3188",-37.9355985,145.0169348
"Rowville, 4 Hodges Cl, 3178",-37.9233554,145.2557737
"St Kilda, 6/14 Inkerman St, 3182",-37.8640117,144.9824588
"Kew East, 4/27 Windella Av, 3102",-37.7968125,145.0498783
"North Melbourne, 6/8 Tyrone St, 3051",-37.8010555,144.9545459
"Armadale, 2/38 Northcote Rd, 3143",-37.8531229,145.0173079
"Hawthorn, 40 Swinburne Av, 3122",-37.8262278,145.0392267
"Campbellfield, 7 Augusta Av, 3061",-37.6716558,144.9538124
"Brunswick West, 39/2 Centennial Av, 3055",-37.7728674,144.9483675
"Clifton Hill, 8/82 Roseneath St, 3068",-37.7932999,144.9974225
"Flemington, 2/25 Brixton St, 3031",-37.7809448,144.9287509
"Ripponlea, 9 Erindale Av, 3185",-37.8782876,144.9952952
"Parkdale, 5/33 Parkers Rd, 3195",-37.9964447,145.0753652
"Glenroy, 2/49 Melbourne Av, 3046",-37.7046796,144.9334584
"Heathmont, 4/265 Canterbury Rd, 3135",-37.8315823,145.2322251
"Fitzroy, 22/26 Victoria St, 3065",-37.7989488,144.9756044
"Brighton, 3/398 Bay St, 3186",-37.9062636,145.0068417
"Ivanhoe, 7/15 Carn Av, 3079",-37.761974,145.0512805
"Brighton East, 46 Glencairn Av, 3187",-37.9273847,145.0195737
"Craigieburn, 59 Balyang Wy, 3064",-37.5980601,144.9128199
"Carlton North, 80 Wilson St, 3054",-37.7831199,144.9671127
"Bundoora, 24b Main Dr, 3083",-37.7140645,145.047825
"Brooklyn, 4/43 Cypress Av, 3012",-37.8228768,144.8440205
"Melbourne, 506/70 Queens Rd, 3000",-37.8511907,144.9789082
"Northcote, 3/8 Ross St, 3070",-37.7846865,144.9992549
"Brunswick East, 6 Waihi Av, 3057",-37.7656465,144.9766382
"Prahran, 304/47 Porter St, 3181",-37.8479432,144.990436
"Sunshine, 3 Alexandra Av, 3020",-37.784795,144.836745
"Glen Huntly, 6/18 Etna St, 3163",-37.8900849,145.0415698
"Springvale South, 2/8 Shaw St, 3172",-37.9768508,145.1557923
"Camberwell, 5 Gowar Av, 3124",-37.8398319,145.0742793
"Glen Waverley, 2/25 Tobias Av, 3150",-37.8879819,145.1680312
"Oak Park, 4 Short Av, 3046",-37.7154199,144.9126975
"Caulfield, 2/913 Glen Huntly Rd, 3162",-37.8872645,145.0281208
"Camberwell, 6/1021 Toorak Rd, 3124",-37.846989,145.0671606
"Bulleen, 8/116 Manningham Rd, 3105",-37.7678282,145.0943003
"Reservoir, 34 Churchill Av, 3073",-37.6931092,144.9790394
"Sunshine North, 3/21 Suffolk Rd, 3020",-37.7714994,144.8323438
"Black Rock, 5/12 Ebden Av, 3193",-37.976403,145.017171
"Moorabbin, 32a Fiddes St, 3189",-37.9369776,145.0478729
"West Footscray, 5/165 Sunshine Rd, 3012",-37.7997867,144.8628917
"Malvern, 95 Claremont Av, 3144",-37.8665056,145.0368958
"Bayswater, 4/12 Armstrong Rd, 3153",-37.8398194,145.256568
"Carnegie, 7/27 Elliott Av, 3163",-37.8904077,145.0597895
"Bentleigh East, 6/259 East Boundary Rd, 3165",-37.9143739,145.0600314
"Reservoir, 29 Lane Cr, 3073",-37.7146425,145.0165287
"Noble Park, 3/10 Agnes St, 3174",-37.973108,145.171649
"Brunswick West, 5/23 McLean St, 3055",-37.7547151,144.9379767
"St Albans, 4/18 James St, 3021",-37.7398476,144.7919599
"Pascoe Vale, 6/99 Kent Rd, 3044",-37.7206132,144.9414099
"Brighton, 25/568 New St, 3186",-37.8846708,144.9972269
"Balwyn, 23 Hertford Cr, 3103",-37.8118584,145.0946579
"Camberwell, 4 Braeside Av, 3124",-37.8473549,145.0951619
"South Yarra, 7/36 Cromwell Rd, 3141",-37.8433932,145.0004389
"Camberwell, 4/34 Thomas St, 3124",-37.8430098,145.0928886
"Bundoora, 3/171 Greenwood Dr, 3083",-37.7057338,145.0669429
"Surrey Hills, 8 Thistle St, 3127",-37.8328159,145.0979005
"Black Rock, 54 Second St, 3193",-37.9790214,145.024792
"Hampton, 78A Highett Rd, 3188",-37.9461262,145.0188846
"Kew, 3/51 Cobden St, 3101",-37.8023275,145.0355126
"Keilor, 3/660 Old Calder Hwy, 3036",-37.7209574,144.8383091
"Heidelberg Heights, 42 Haig St, 3081",-37.7458421,145.0520528
"Chadstone, 4 Moorong St, 3148",-37.8797959,145.1051269
"Fitzroy, 4/44 Brunswick St, 3065",-37.8061502,144.9773531
"Southbank, 2503/109 Clarendon St, 3006",-37.8277535,144.958414
"Camberwell, 26 Ellsworth Cr, 3124",-37.8405933,145.087279
"Abbotsford, 25/84 Trenerry Cr, 3067",-37.7979304,144.9981836
"Fitzroy North, 5/180 Queens Pde, 3068",-37.7903356,144.9858597
"Brighton East, 28 Sunlight Cr, 3187",-37.9277097,145.0214524
"Altona North, 60 Fifth Av, 3025",-37.8392959,144.8502777
"Glenroy, 52 Tarana Av, 3046",-37.7104061,144.9044468
"Highett, 22 Lansell Av, 3190",-37.9514433,145.0238235
"Fitzroy, 502/176 Argyle St, 3065",-37.7980056,144.9817947
"Mill Park, 8/45 Ancona Dr, 3082",-37.6578714,145.0778906
"Keilor East, 26 Limestone Av, 3033",-37.741246,144.8772263
"Camberwell, 8 Crellin Gr, 3124",-37.842625,145.0811456
"Fitzroy North, 501/58 Queens Pde, 3068",-37.7921159,144.9815705
"Preston, 2/9 Furzer St, 3072",-37.7283969,144.986072
"Rosanna, 99 Banyule Rd, 3084",-37.7428678,145.0818969
"Hawthorn, 8A Ercildoune Av, 3122",-37.8363632,145.0417065
"Frankston, 9 Darius Av, 3199",-38.1723944,145.1516003
"Armadale, 7 Lambeth Av, 3143",-37.8586976,145.0260353
"Greensborough, 6/12 Parkview Av, 3088",-37.70612,145.0949076
"Parkdale, 4/117 Como Pde E, 3195",-37.9910055,145.0744947
"Bentleigh East, 88b Bignell Rd, 3165",-37.9350421,145.0694293
"Caulfield North, 6/24 Park Cr, 3161",-37.8725619,145.0348207
"Kew, 2/5 Asquith St, 3101",-37.7986304,145.0457941
"Blackburn South, 38 Lawrence St, 3130",-37.8346264,145.1481247
"St Albans, 2/44 Avondale Av, 3021",-37.7425521,144.8156045
"Moorabbin, 8/23 Genoa St, 3189",-37.9428,145.0584385
"Mulgrave, 45 Carson St, 3170",-37.9290073,145.1662339
"Balwyn, 7 May St, 3103",-37.8104587,145.070232
"Ashwood, 2/2 Queens Pde, 3147",-37.8670624,145.0988541
"Balwyn, 34 Monash Av, 3103",-37.8052861,145.0717698
"Brooklyn, 9 Richards Ct, 3012",-37.8240907,144.8418543
"Beaumaris, 23 Hepburn Av, 3193",-37.9761696,145.0281779
"West Footscray, 2 Stanley St, 3012",-37.7909319,144.8733652
"Brunswick, 22/74 Tinning St, 3056",-37.7586029,144.9576374
"Brighton East, 39 Plantation Av, 3187",-37.9219798,145.0096984
"Box Hill, 405/2 Archibald St, 3128",-37.8165723,145.1218441
"Chadstone, 2 Melinga Cr, 3148",-37.8763263,145.1061459
"Williamstown North, 5/7 Park Cr, 3016",-37.8564752,144.8836216
"Moorabbin, 2/30 Matilda Rd, 3189",-37.940386,145.0582799
"Keilor East, 44 Parkside Av, 3033",-37.741712,144.8574407
"Camberwell, 3/22 Allambee Av, 3124",-37.835234,145.0766109
"Camberwell, 2/29 Hazel St, 3124",-37.8437944,145.0655834
"Coburg, 22 Spring St, 3058",-37.7360631,144.9787714
"Sunbury, 6 Landsborough Dr, 3429",-37.5792729,144.7084587
"Glenroy, 23 Tarana Av, 3046",-37.7119087,144.9081645
"Abbotsford, 504/12 Trenerry Cr, 3067",-37.7996378,145.0016736
"Newport, 90 Oxford St, 3015",-37.8360799,144.8773853
"Greensborough, 6 Paterson Cr, 3088",-37.7098499,145.109596
"Heidelberg Heights, 4/28 Myrtle St, 3081",-37.756242,145.051667
"Oakleigh South, 9 Salem Av, 3167",-37.92485,145.0843968
"croydon, 81 hull Rd, 3136",-37.7940945,145.2993212
"Coburg North, 22 Ballard Av, 3058",-37.7306078,144.9792385
"Ascot Vale, 26 Harmony Rd, 3032",-37.7758553,144.902641
"Reservoir, 2 Churchill Av, 3073",-37.6924168,144.9759344
"Balwyn, 4/42 Talbot Av, 3103",-37.8156657,145.0865244
"Brighton East, 5 Sunlight Cr, 3187",-37.92858,145.0231357
"Diggers Rest, 24 Precious Rd, 3427",-37.6208333,144.7109915
"Balwyn North, 2/363 Belmore Rd, 3104",-37.8035698,145.0984608
"Frankston North, 29 Laurina Cr, 3200",-38.1161156,145.1547764
"Parkville, 3/83 Manningham St, 3052",-37.785499,144.9415638
"Moonee Ponds, 2/342 Ascot Vale Rd, 3039",-37.7691056,144.9247344
"Roxburgh Park, 5 Forwood Wy, 3064",-37.638188,144.9282661
"Ormond, 4/50 Glen Orme Av, 3204",-37.9065114,145.0387483
